sensor type:,aurora
timestamp (s),arclength (m),data
-0.077,0.466,0.007767413406480436,0.023274924435824167,0.46586565946863273,0.16238855086779194,-0.06858911921654384,0.011555984776799274
-0.057,0.466,0.007771132579318368,0.023202724551707708,0.4658327016930981,0.1624056041515527,-0.06845630509359359,0.011407148967377172
-0.037,0.466,0.007924256320750988,0.023110710140316085,0.4658001360522088,0.16181310399687654,-0.06884275337429147,0.01126522939733845
-0.017,0.466,0.0077278269220412395,0.023199248056036802,0.46582863546273834,0.16211335361838936,-0.06841772968368168,0.011678024269008932
0.003,0.466,0.007608833130948701,0.02329783537932588,0.4658423047838665,0.16212512145276775,-0.06812041641977491,0.011944975106501263
0.023,0.466,0.007608833130948701,0.02329783537932588,0.4658423047838665,0.16212512145276775,-0.06812041641977491,0.011944975106501263
0.043,0.466,0.007318107736560081,0.023275850666524846,0.4658833815156975,0.16223443041976687,-0.06685999209175736,0.011734166788372797
0.063,0.466,0.007289545494389289,0.023289289358864287,0.46587334452472356,0.16225108946271968,-0.06672673761628271,0.011584698548933736
0.083,0.466,0.007073828226986543,0.02324874739704723,0.46586528307272806,0.16200433717973048,-0.06612453458391176,0.011824206975583753
0.103,0.466,0.006942415284622659,0.023218843311640012,0.46585266651272356,0.1618904333900888,-0.0656799154898575,0.011933029948754696
0.123,0.466,0.006942415284622659,0.023218843311640012,0.46585266651272356,0.1618904333900888,-0.0656799154898575,0.011933029948754696
0.143,0.466,0.0067841212258448694,0.023229010426382753,0.4658694834621049,0.16204581984329697,-0.06539582946322998,0.012209408248438676
0.163,0.466,0.006960391599432357,0.023215361142397837,0.46585945556192754,0.16226398114429175,-0.0661141826599879,0.012401430507415922
0.183,0.466,0.0066508689558368765,0.02335279266506685,0.4659162691804583,0.16234528550834523,-0.06497004725337883,0.01262157190399194
0.203,0.466,0.006700228964006131,0.0235970867582606,0.46604981007542423,0.16343269841258065,-0.06547275501146749,0.012834305451233638
0.223,0.466,0.006700228964006131,0.0235970867582606,0.46604981007542423,0.16343269841258065,-0.06547275501146749,0.012834305451233638
0.243,0.466,0.00692334878344814,0.02367468284817596,0.466088431920232,0.16372377310137892,-0.06582640219220448,0.012014812865090844
0.263,0.466,0.007112201795302129,0.023629201309682168,0.46607621921127695,0.1638329089314496,-0.06641977702525102,0.011772291659330294
